Index,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink,Company
2015,TWD,0001046179,2016-04-11,2016-04-11 07:53:35,2015,FY,562688900000,27777300000,590466200000,85690400000,67052300000,3535100000,746744000000,853470300000,6104800000,7961100000,14065900000,34872800000,6385000000,1859400000,910653400000,0,1657397400000,44587500000,39474000000,60444700000,0,95265900000,239772100000,191997600000,21564800000,31300000,9061500000,222655200000,0,0,462427300000,0,259303800000,866629600000,0,68074300000,1194007700000,1194007700000,1656435000000,0,1656435000000,62650100000,231471600000,-331217300000,https://www.sec.gov/Archives/edgar/data/1046179/000119312516536225/0001193125-16-536225-index.htm,https://www.sec.gov/Archives/edgar/data/1046179/000119312516536225/d138743d20f.htm,TSM
2014,TWD,0001046179,2015-04-13,2015-04-13 08:05:34,2014,FY,358449000000,81952000000,440401000000,115226300000,66338000000,4600300000,626565600000,818198800000,5888800000,7642700000,13531500000,29860200000,5138800000,1558100000,868287400000,0,1494853000000,48859300000,36158500000,52388100000,0,87379300000,224785200000,214515900000,25538500000,199700000,7453000000,247707100000,0,802100000,472492300000,0,259296600000,681224200000,0,81712700000,1022233500000,1022233500000,1494725800000,0,1494725800000,111812200000,250674400000,-107774600000,https://www.sec.gov/Archives/edgar/data/1046179/000119312515126836/0001193125-15-126836-index.htm,https://www.sec.gov/Archives/edgar/data/1046179/000119312515126836/d901494d20f.htm,TSM
2013,TWD,0001046179,2014-04-14,2014-04-14 06:57:39,2013,FY,242695400000,3149000000,245844400000,72163200000,37494900000,2984200000,358486700000,792665900000,5627500000,5862900000,11490400000,89024100000,7145000000,3988600000,904314000000,0,1262800700000,104480500000,15645000000,36759400000,0,47089100000,203974000000,211583800000,151700000,0,12978200000,224713700000,0,776200000,428687700000,0,259286200000,504531200000,0,70028900000,833846300000,833846300000,1262534000000,0,1262534000000,92173100000,227228800000,-15466600000,https://www.sec.gov/Archives/edgar/data/1046179/000119312514141496/0001193125-14-141496-index.htm,https://www.sec.gov/Archives/edgar/data/1046179/000119312514141496/d707248d20f.htm,TSM
2012,TWD,0001046179,2013-04-02,2013-04-02 07:11:54,2012,FY,143410600000,7980900000,151391500000,52279000000,37830500000,10787600000,252288600000,617529500000,5523700000,5435900000,10959600000,65786300000,4776000000,3694600000,702746000000,0,955034600000,59322200000,34843000000,15635600000,0,32635100000,142435900000,82107500000,203900000,0,4533600000,86845000000,0,748100000,229280900000,0,259244400000,410601300000,-2785800000,56137800000,723197700000,723197700000,952478600000,0,952478600000,73767200000,116950500000,-26460100000,https://www.sec.gov/Archives/edgar/data/1046179/000119312513137651/0001193125-13-137651-index.htm,https://www.sec.gov/Archives/edgar/data/1046179/000119312513137651/d505546d20f.htm,TSM
2011,TWD,0001046179,2012-04-13,2012-04-13 07:00:58,2011,FY,143472300000,7767000000,151239300000,41070000000,24840600000,8110500000,225260400000,490374900000,5694000000,5167600000,10861600000,34458500000,7436700000,5872800000,549004500000,0,774264900000,10530500000,30489000000,10656100000,0,65331100000,117006700000,20458500000,0,0,4756200000,25214700000,0,871000000,142221400000,0,259162200000,322191200000,-7606300000,55846400000,629593500000,629593500000,771814900000,0,771814900000,42225500000,50947500000,-92524800000,https://www.sec.gov/Archives/edgar/data/1046179/000119312512161528/0001193125-12-161528-index.htm,https://www.sec.gov/Archives/edgar/data/1046179/000119312512161528/d331461d20f.htm,TSM
2010,TWD,0001046179,2011-04-15,2011-04-15 06:02:59,2010,FY,147887000000,34708800000,182595800000,43106900000,28405900000,7410700000,261519300000,388444000000,5704900000,6027100000,11732000000,39775500000,7362800000,10095300000,457409600000,0,718928900000,55364100000,31455300000,7184700000,0,29187000000,123191100000,5496600000,789100000,0,10747700000,17033400000,0,695000000,140224500000,0,259100800000,265779600000,-6433900000,55698400000,574144900000,574144900000,714369400000,0,714369400000,74484300000,36951900000,-110935100000,https://www.sec.gov/Archives/edgar/data/1046179/000095012311035858/0000950123-11-035858-index.htm,https://www.sec.gov/Archives/edgar/data/1046179/000095012311035858/h05002e20vf.htm,TSM
2009,TWD,0001046179,2010-04-15,2010-04-15 06:01:41,2009,FY,171276300000,26370800000,197647100000,35503600000,20913800000,5739200000,259803700000,273674800000,5931300000,6458600000,12389900000,40578600000,7988300000,260900000,334892500000,0,594696200000,10905900000,949300000,8800300000,0,58477800000,79133300000,11388500000,0,0,5125900000,16514400000,0,707500000,95647700000,0,259027100000,181882700000,-1313100000,55486000000,495082700000,495082700000,590730400000,0,590730400000,66949400000,12337800000,-158938500000,https://www.sec.gov/Archives/edgar/data/1046179/000095012310034985/0000950123-10-034985-index.htm,https://www.sec.gov/Archives/edgar/data/1046179/000095012310034985/h04138e20vf.htm,TSM
2008,TWD,0001046179,2009-04-17,2009-04-17 06:04:49,2008,FY,195144848610,16881280965,212026129575,18645291060,14916889835,7719597250,253307907720,244310470755,6060705075,7144733625,13205438700,0,6655278310,42960379930,307131567695,0,560439475415,5567964825,8330595160,0,0,43062212915,56960772900,16234148770,0,0,5561394955,21795543725,0,722685700,78756316625,0,256954185570,170517690915,193811165,50009850440,477675538090,477675538090,556431854715,0,556431854715,0,24564743930,-170580104680,https://www.sec.gov/Archives/edgar/data/1046179/000114554909000622/0001145549-09-000622-index.htm,https://www.sec.gov/Archives/edgar/data/1046179/000114554909000622/h03253e20vf.htm,TSM
2007,TWD,0001046179,2008-04-15,2008-04-15 06:08:30,2007,FY,94992537170,78218846414,173211383584,42670427161,23863266934,10089511203,249834588882,260264633250,5990140531,7923071639,13913212170,0,7313355115,39569953773,321061154308,0,570895743190,11574884437,282156051,0,0,36852174799,48709215287,14873191378,0,0,16601802587,31474993965,0,651877773,80184209252,0,264286167770,218875259424,-392423933,4349094993,487118098254,487118098254,567302307506,0,567302307506,0,15155347429,-79837189741,https://www.sec.gov/Archives/edgar/data/1046179/000095014408002830/0000950144-08-002830-index.htm,https://www.sec.gov/Archives/edgar/data/1046179/000095014408002830/h02035e20vf.htm,TSM
2006,TWD,0001046179,2007-04-20,2007-04-20 06:24:39,2006,FY,117817476029,77226378900,195043854929,31842032684,21427876272,11961942487,260275706372,254055235599,5982600492,5800124660,11782725152,0,5936981534,55342313048,327117255333,0,587392961705,7934440195,7002510053,0,0,31916978115,46853928363,13763891328,0,0,17716448189,31480339517,0,612597436,78334267880,0,258255438232,197096708039,-628889921,53178671040,507901927390,507901927390,586236195270,0,586236195270,0,20766401381,-97051074648,https://www.sec.gov/Archives/edgar/data/1046179/000114554907000571/0001145549-07-000571-index.htm,https://www.sec.gov/Archives/edgar/data/1046179/000114554907000571/h01137e20vf.htm,TSM
2005,TWD,0001046179,2006-04-20,2006-04-20 07:37:26,2005,FY,96772432405,47541153915,144313586320,38497055445,17781347005,12298398070,212890386840,245555945235,0,6028576855,6028576855,0,6808707710,49780622415,308173852215,0,521064239055,9449603405,329474815,0,0,25448221675,35227299895,20822946425,0,0,17439934935,38262881360,0,599493550,73490181255,0,248040242560,143198258660,-642605785,56367948305,446963843740,446963843740,520454024995,0,520454024995,0,21152421240,-75620011165,https://www.sec.gov/Archives/edgar/data/1046179/000114554906000500/0001145549-06-000500-index.htm,https://www.sec.gov/Archives/edgar/data/1046179/000114554906000500/h00455e20vf.htm,TSM
2004,TWD,0001046179,2005-05-16,2005-05-16 07:46:03,2004,FY,74421550560,54199681200,128621231760,27733755000,15594294240,12805070880,184754351880,259334381040,0,7131537000,7131537000,0,1648177440,47385101400,315499196880,0,500253548760,7290015600,10903327680,0,0,45832011120,64025354400,21458002440,0,0,15087162720,36545165160,0,0,100570519560,0,232900150560,113914417680,-2218700400,55023769920,399619637760,399619637760,500190157320,0,500190157320,0,32361330120,-42060220440,https://www.sec.gov/Archives/edgar/data/1046179/000114554905000865/0001145549-05-000865-index.htm,https://www.sec.gov/Archives/edgar/data/1046179/000114554905000865/u99745e20vf.htm,TSM
2003,TWD,0001046179,2004-05-28,2004-05-28 07:19:19,2003,FY,102818344080,13582344000,116400688080,26349747360,12122242020,11375213100,166247890560,211511051940,0,8692700160,8692700160,0,1120543380,19151105040,240475400520,0,406723291080,6417657540,5398981740,0,0,19286928480,31103567760,38743636260,0,0,8115450540,46859086800,0,0,77962654560,0,202309013880,70967747400,237691020,55144316640,328658768940,328658768940,406621423500,0,406621423500,0,44142618000,-58675726080,https://www.sec.gov/Archives/edgar/data/1046179/000119312504095792/0001193125-04-095792-index.htm,https://www.sec.gov/Archives/edgar/data/1046179/000119312504095792/d20f.htm,TSM
2002,TWD,0001046179,2003-06-23,2003-06-23 14:44:52,2002,FY,67908106894.38,170295658.56,68078402552.939995,16754191932.63,11220974333.83,6661948075.910004,102715516895.31,246927000564.11,0,10176452555.53,10176452555.53,0,9790191671.48,21612452984.380005,288506097775.5,0,391221614670.81,5147548019.12,731060896.98,0,0,34553392600.1,40432001516.2,46131584338.63,0,0,8194643785.560005,54326228124.19,0,0,94758229640.39,13022609184,186552772213.12,40863236314.98,752000028.2,55177115112.619965,296367732852.92,296367732852.92,391125962493.31,0,391125962493.31,0,46862645235.61,-21045461658.769997,https://www.sec.gov/Archives/edgar/data/1046179/000102140803009057/0001021408-03-009057-index.htm,https://www.sec.gov/Archives/edgar/data/1046179/000102140803009057/d20f.htm,TSM
2001,TWD,0001046179,2002-05-09,2002-05-14 11:53:12,2001,FY,40522663177.92,2498077282.8,43020740460.72,20837275727.84,10955840738.48,1888636635.600006,76702493562.64,265614828458.32,0,0,0,0,18992904832.88,29428605636.319946,314036338927.51996,0,390738832490.16,1744545705.76,16405352012.72,0,0,20937520497.52,39087418216,27941367659.92,0,0,36392627618.16,64333995278.08,0,0,103421413494.08,0,168325548714.4,37507417988.48,-183581984477.76,254939127620.32,277190109845.44,277190109845.44,380611523339.52,0,380611523339.52,0,44346719672.64,3824056494.720001,https://www.sec.gov/Archives/edgar/data/1046179/999999999702028299/9999999997-02-028299-index.htm,https://www.sec.gov/Archives/edgar/data/1046179/999999999702028299/9999999997-02-028299.paper,TSM
2000,TWD,0001046179,2000-12-31,2000-12-30 19:00:00,2000,FY,38840228525.5,2351556093.86,41191784619.36,28004169833.08,12785727402.82,11212614952.179993,93194296807.44,244747860235.88,0,0,0,0,6629800767.6,26314004412.139984,277691665415.62,0,370885962223.06,8507813854.88,3884900335.92,0,0,35032281825.5,47424996016.3,52339366464.42,0,0,9046191293.099998,61385557757.52,0,0,108810553773.82,0,116893632565.04,76924165723.8,-103884858823.34,171820747156.46,261753686621.96,261753686621.96,370564240395.78,0,370564240395.78,0,56224266800.34,17384038274.839996,,,TSM
1999,TWD,0001046179,1999-12-31,1999-12-30 19:00:00,1999,FY,17646028643.64,927329160.22,18573357803.86,12622781453.85,5842725504.41,4650628788.640007,41689493550.76,120695160215.19,0,0,0,0,4485905433.18,16839812220.790009,142020877869.16,0,183710371419.92,2928275866,0,0,0,13321021623.14,16249297489.14,32956710256.16,0,0,6193867792.41,39150578048.57,0,0,55399875537.71,0,76718664401.89,25065477077.14,-61887448772.44,80888667183.83,120785359890.42,120785359890.42,176185235428.13,0,176185235428.13,0,33884039416.38,16238010772.740002,,,TSM
1998,TWD,0001046179,1998-12-31,1998-12-30 19:00:00,1998,FY,9661881299,5895712830,15557594129,7438907609,4049678157,1446543749,28492723644,98538946786,0,0,0,0,6031024272,7467902918,112037873976,0,140530597620,2171426474,299618193,0,0,6298425455,8769470122,31202174185,0,0,6939543954,38141718139,0,0,46911188261,0,60371455039,24124097088,-41408522953,40847946979,83934976153,83934976153,130846164414,0,130846164414,0,31501792378,21839911079,,,TSM
1997,TWD,0001046179,1997-12-31,1997-12-30 19:00:00,1997,FY,12852879555.04,5060679835.68,17913559390.72,9328269274.24,4890321222.08,2287313473.760002,34419463360.8,79332331311.52,0,0,0,0,3285487548,7923488553.119995,90541307412.64,0,124960770773.44,13274513040.32,250719532,0,0,1850228478.5599995,15375461050.88,20066938000.48,0,0,9031521882.880001,29098459883.36,0,0,44473920934.24,0,40930461771.36,23781017113.28,-26628700991.2,31531403021.440002,69614180914.88,69614180914.88,114088101849.12,0,114088101849.12,0,20317657532.48,7464777977.439999,,,TSM
2022,USD,1730168.0,2022-12-16,2022-12-16 16:21:52,2022,FY,12416000000.0,0.0,12416000000.0,2958000000.0,1925000000.0,1205000000.0,18504000000.0,2223000000.0,43614000000.0,7111000000.0,50725000000.0,0,0.0,1797000000.0,54745000000.0,0.0,73249000000.0,998000000.0,440000000.0,0,0,5614000000.0,7052000000.0,39075000000.0,0,0.0,4413000000.0,43488000000.0,0.0,0,50540000000.0,0,0.0,1604000000.0,-54000000.0,21159000000.0,22709000000.0,22709000000.0,73249000000.0,0,73249000000.0,0,39515000000.0,27099000000.0,https://www.sec.gov/Archives/edgar/data/1730168/000173016822000118/0001730168-22-000118-index.htm,https://www.sec.gov/Archives/edgar/data/1730168/000173016822000118/avgo-20221030.htm,AVGO
2021,USD,1730168.0,2021-12-17,2021-12-17 16:42:51,2021,FY,12163000000.0,0.0,12163000000.0,2071000000.0,1297000000.0,1055000000.0,16586000000.0,2348000000.0,43450000000.0,11374000000.0,54824000000.0,0,0.0,1812000000.0,58984000000.0,0.0,75570000000.0,1086000000.0,290000000.0,541000000,2619000000,1745000000.0,6281000000.0,39440000000.0,566000000,0.0,4294000000.0,44300000000.0,0.0,0,50581000000.0,27000000,0.0,748000000.0,-116000000.0,24330000000.0,24989000000.0,24989000000.0,75570000000.0,0,75570000000.0,0,39730000000.0,27567000000.0,https://www.sec.gov/Archives/edgar/data/1730168/000173016821000153/0001730168-21-000153-index.htm,https://www.sec.gov/Archives/edgar/data/1730168/000173016821000153/avgo-20211031.htm,AVGO
2020,USD,1730168.0,2020-12-18,2020-12-18 16:23:01,2020,FY,7618000000.0,0.0,7618000000.0,2297000000.0,1003000000.0,977000000.0,11895000000.0,2509000000.0,43447000000.0,16782000000.0,60229000000.0,0,0.0,1300000000.0,64038000000.0,0.0,75933000000.0,836000000.0,827000000.0,440000000,2620000000,1648000000.0,6371000000.0,40235000000.0,823000000,0.0,4603000000.0,45661000000.0,0.0,0,52032000000.0,27000000,0.0,0.0,-108000000.0,23982000000.0,23901000000.0,23901000000.0,75933000000.0,0,75933000000.0,0,41062000000.0,33444000000.0,https://www.sec.gov/Archives/edgar/data/1730168/000173016820000226/0001730168-20-000226-index.htm,https://www.sec.gov/Archives/edgar/data/1730168/000173016820000226/avgo-20201101.htm,AVGO
2019,USD,1730168.0,2019-12-20,2019-12-20 16:10:06,2019,FY,5055000000.0,0.0,5055000000.0,3259000000.0,874000000.0,729000000.0,9917000000.0,2565000000.0,36714000000.0,17554000000.0,54268000000.0,0,0.0,743000000.0,57576000000.0,0.0,67493000000.0,855000000.0,2787000000.0,229000000,1501000000,1527000000.0,6899000000.0,30040000000.0,0,1481000000.0,4132000000.0,35653000000.0,0.0,0,42552000000.0,29000000,0.0,0.0,-140000000.0,25081000000.0,24970000000.0,24970000000.0,67522000000.0,0,67522000000.0,0,32827000000.0,27772000000.0,https://www.sec.gov/Archives/edgar/data/1730168/000173016819000144/0001730168-19-000144-index.htm,https://www.sec.gov/Archives/edgar/data/1730168/000173016819000144/avgo-11032019x10k.htm,AVGO
2018,USD,1730168.0,2018-12-21,2018-12-21 17:17:50,2018,FY,4292000000.0,0.0,4292000000.0,3390000000.0,1124000000.0,301000000.0,9107000000.0,2635000000.0,26913000000.0,10762000000.0,37675000000.0,0,169000000.0,538000000.0,41017000000.0,0.0,50124000000.0,811000000.0,0.0,162000000,164000000,1201000000.0,2338000000.0,17493000000.0,0,846000000.0,2790000000.0,21129000000.0,0.0,0,23467000000.0,0,23285000000.0,3487000000.0,-115000000.0,0.0,26657000000.0,26657000000.0,50124000000.0,0,50124000000.0,0,17493000000.0,13201000000.0,https://www.sec.gov/Archives/edgar/data/1730168/000173016818000084/0001730168-18-000084-index.htm,https://www.sec.gov/Archives/edgar/data/1730168/000173016818000084/avgo-11042018x10k.htm,AVGO
2017,USD,1730168.0,2017-10-31,2017-10-30 20:00:00,2017,FY,11204000000.0,0.0,11204000000.0,2448000000.0,1447000000.0,724000000.0,15823000000.0,2599000000.0,24706000000.0,10832000000.0,35538000000.0,0,0.0,458000000.0,38595000000.0,0.0,54418000000.0,1105000000.0,117000000.0,123000000,0,1184000000.0,2529000000.0,17431000000.0,0,10019000000.0,1253000000.0,28703000000.0,0.0,0,31232000000.0,0,20505000000.0,-129000000.0,-91000000.0,0.0,20285000000.0,20285000000.0,51517000000.0,0,51517000000.0,0,17548000000.0,6344000000.0,,,AVGO
2016,USD,1730168.0,2016-10-31,2016-10-30 20:00:00,2016,FY,3097000000.0,0.0,3097000000.0,2181000000.0,1400000000.0,447000000.0,7125000000.0,2509000000.0,24732000000.0,15068000000.0,39800000000.0,0,0.0,532000000.0,42841000000.0,0.0,49966000000.0,1261000000.0,454000000.0,0,0,1363000000.0,3078000000.0,13188000000.0,0,10287000000.0,1537000000.0,25012000000.0,0.0,0,28090000000.0,0,19241000000.0,-215000000.0,-134000000.0,0.0,18892000000.0,18892000000.0,46982000000.0,0,46982000000.0,0,13642000000.0,10545000000.0,,,AVGO
